Orthogroup,MpTak_v6.1r1.protein,Athaliana_447_Araport11.protein
OG0007575,Mp6g10110.1,AT5G48870
OG0007576,Mp5g19650.1,AT5G64270
OG0007577,"Mp8g00940.1, Mp8g00940.2",AT5G42480
OG0007578,"Mp5g00060.1, Mp5g00060.2",AT5G11240
OG0007580,Mp2g23100.1,AT5G06430
OG0007581,Mp3g09550.1,"AT5G22480, AT5G37340"
OG0007582,Mp4g20570.1,AT5G19750
OG0007583,Mp6g16150.1,AT5G20990
OG0007584,Mp5g08000.1,AT5G58250
OG0007585,Mp3g15270.1,AT5G58210
OG0007586,Mp4g24100.1,AT5G17840
OG0007587,Mp4g20410.1,AT5G64040
OG0007588,Mp4g23810.1,AT5G51340
OG0007589,Mp1g22980.1,AT5G02370
OG0007590,Mp7g14760.1,AT5G22080
OG0007591,"Mp4g06530.2, Mp4g06530.1",AT5G02820
OG0007592,Mp7g17360.1,AT5G49110
OG0007593,Mp1g11840.1,AT5G49555
OG0007594,"Mp8g07850.2, Mp8g07850.1",AT5G57420
OG0007595,Mp3g23420.1,AT5G21070
OG0007596,Mp2g06950.1,AT5G06370
OG0007597,Mp1g23050.1,AT5G16880
OG0007598,Mp7g06320.1,AT5G49510
OG0007601,Mp3g06320.1,AT5G16120
OG0007602,Mp1g20180.1,AT5G42620
OG0007603,"Mp1g07570.2, Mp1g07570.1",AT5G51170
OG0007604,Mp7g08570.1,AT5G11650
OG0007605,Mp6g13680.1,AT5G02410
OG0007606,Mp1g24740.1,AT5G04550
OG0007607,Mp1g10660.1,AT5G22620
OG0007608,Mp8g09070.1,AT5G13030
OG0007609,Mp2g03830.1,AT5G09380
OG0007610,Mp1g17560.2,AT5G55590
OG0007611,Mp5g18230.1,AT5G66780
OG0007612,Mp7g17580.1,AT5G13200
OG0007613,Mp1g15600.1,AT5G43822
OG0007616,Mp5g19300.1,AT5G24314
OG0007617,Mp2g22970.1,AT5G42970
OG0007619,Mp5g07020.1,AT5G24490
OG0007620,Mp1g03620.1,AT5G61820
OG0007621,Mp6g13120.1,AT5G14240
OG0007624,Mp7g18290.1,AT5G52980
OG0007625,Mp1g00940.1,AT5G49930
OG0007626,Mp6g05370.1,"AT5G55300, AT5G55310"
OG0007628,Mp4g20180.1,AT5G60990
OG0007629,Mp4g01690.1,AT5G19910
OG0007630,Mp7g09460.1,AT5G54390
OG0007631,Mp1g26630.1,AT5G03290
OG0007632,Mp2g04690.1,AT5G24710
OG0007633,"Mp8g16170.1, Mp8g16170.2",AT5G05660
OG0007634,Mp3g20070.1,"AT5G61070, AT5G61060"
OG0007635,Mp6g20730.1,AT5G12410
OG0007636,Mp6g06520.1,AT5G03070
OG0007637,Mp1g26690.1,AT5G03770
OG0007638,Mp4g17300.1,AT5G16150
OG0007639,Mp7g13460.1,AT5G62650
OG0007640,Mp8g03840.1,AT5G65930
OG0007641,Mp1g25600.1,AT5G24850
OG0007643,"Mp5g24080.2, Mp5g24080.1",AT5G18540
OG0007645,Mp4g10240.1,AT5G55810
OG0007646,Mp5g05250.1,AT5G20910
OG0007647,Mp4g05520.1,AT5G11980
OG0007648,Mp6g12900.1,AT5G43210
OG0007649,Mp6g06800.1,AT5G48830
OG0007651,Mp5g05030.1,AT5G17990
OG0007652,"Mp5g14040.2, Mp5g14040.1",AT5G22370
OG0007653,"Mp2g11260.3, Mp2g11260.4, Mp2g11260.5, Mp2g11260.1, Mp2g11260.2",AT5G61050
OG0007654,Mp4g11240.1,AT5G20650
OG0007655,Mp5g02280.1,AT5G01670
OG0007656,Mp5g14380.1,AT5G54880
OG0007657,Mp1g00240.1,AT5G18200
OG0007658,"Mp1g05890.1, Mp1g05900.1",AT5G19570
OG0007659,"Mp5g21930.2, Mp5g21930.1, Mp5g21930.3",AT5G45170
OG0007660,"Mp4g17170.2, Mp4g17170.1",AT5G08720
OG0007661,"Mp6g04860.1, Mp6g04860.2",AT5G49880
OG0007663,Mp7g16980.1,AT5G64090
OG0007664,Mp5g13490.1,AT5G40740
OG0007665,Mp7g03900.1,AT5G58470
OG0007666,Mp7g16920.1,AT5G46800
OG0007667,Mp2g10610.1,AT5G11340
OG0007669,Mp2g08590.1,AT5G01350
OG0007670,Mp1g22620.1,AT5G55940
OG0007671,"Mp8g08490.2, Mp8g08490.1",AT5G65860
OG0007672,"Mp1g22180.2, Mp1g22180.1",AT5G27270
OG0007673,Mp5g20640.1,AT5G55140
OG0007674,Mp3g13860.1,"AT5G04070, AT5G15940"
OG0007676,Mp8g17370.1,AT5G57655
OG0007677,Mp2g18560.1,AT5G15710
OG0007679,Mp8g06680.1,AT5G63840
OG0007680,Mp5g05310.1,AT5G36890
OG0007681,Mp8g10800.1,AT5G18590
OG0007682,Mp6g10920.1,AT5G38880
OG0007684,"Mp1g11920.2, Mp1g11920.1",AT5G12920
OG0007685,Mp7g04940.1,AT5G43260
OG0007686,Mp1g19430.1,AT5G52100
OG0007688,"Mp1g07000.2, Mp1g07000.1",AT5G61540
OG0007689,Mp1g01250.1,AT5G61330
OG0007690,Mp8g14800.1,AT5G60700
OG0007691,Mp1g04260.1,AT5G64050
OG0007692,Mp8g13360.1,AT5G01930
OG0007694,"Mp1g06200.2, Mp1g06200.1",AT5G23080
OG0007695,"Mp4g09660.2, Mp4g09660.1",AT5G58920
OG0007696,Mp1g11400.1,AT5G26960
OG0007697,"Mp3g00920.2, Mp3g00920.1",AT5G38630
OG0007699,Mp1g24350.1,AT5G02740
OG0007700,"Mp1g17400.1, Mp1g17400.2",AT5G08710
OG0007701,Mp5g17550.1,"AT5G19460, AT5G19470"
OG0007702,Mp4g06930.1,AT5G48470
OG0007703,Mp1g29640.1,AT5G10720
OG0007704,Mp8g04460.1,AT5G44750
OG0007705,Mp8g11790.1,AT5G14260
OG0007706,Mp3g17170.1,AT5G26742
OG0007707,"Mp5g22150.2, Mp5g22150.1",AT5G66290
OG0007708,"Mp3g14730.2, Mp3g14730.1",AT5G57860
OG0007709,Mp1g20560.1,AT5G44200
OG0007710,"Mp1g15250.1, Mp2g01290.1",AT5G42130
OG0007711,"Mp5g11570.2, Mp5g11570.1",AT5G14460
OG0007712,Mp6g08860.1,AT5G48330
OG0007713,Mp1g26330.1,AT5G08420
OG0007714,"Mp5g15380.1, Mp4g03380.1",AT5G13770
OG0007715,"Mp8g05750.2, Mp8g05750.1",AT5G60540
OG0007717,Mp2g23080.1,AT5G04920
OG0007718,Mp6g13260.1,AT5G04600
OG0007719,Mp3g17810.1,AT5G10780
OG0007720,Mp7g10530.1,AT5G57950
OG0007721,Mp2g24300.1,AT5G51110
OG0007723,Mp3g01110.1,AT5G27395
OG0007724,"Mp4g11870.1, Mp4g11870.2",AT5G64730
OG0007725,Mp7g09130.1,AT5G12130
OG0007726,Mp1g14590.1,AT5G37510
OG0007727,Mp8g15660.1,AT5G67590
OG0007728,Mp4g02580.1,AT5G06830
OG0007729,Mp1g27770.1,AT5G61510
OG0007730,Mp6g17430.1,AT5G65720
OG0007731,"Mp2g00140.2, Mp2g00140.1",AT5G51880
OG0007732,Mp3g10960.1,"AT5G41370, AT5G41360"
OG0007733,Mp3g25390.1,AT5G12860
OG0007734,Mp4g17560.1,AT5G05490
OG0007735,Mp3g13060.1,AT5G21920
OG0007736,Mp1g18510.1,AT5G11840
OG0007737,"Mp6g01090.1, Mp6g01090.2",AT5G51200
OG0007738,Mp1g07340.1,AT5G46210
OG0007739,Mp7g02250.1,AT5G35220
OG0007740,Mpzg00390.1,AT5G03160
OG0007742,Mp7g11080.1,AT5G47940
OG0007743,Mp6g03320.1,AT5G14100
OG0007744,Mp3g09520.1,AT5G17640
OG0007746,Mp2g04380.1,AT5G66120
OG0007748,Mp2g17130.1,"AT5G09250, AT5G09240"
OG0007749,"Mp6g12030.2, Mp6g12030.1",AT5G65490
OG0007751,Mp1g04590.1,AT5G27990
OG0007752,"Mp2g04830.2, Mp2g04830.1",AT5G54440
OG0007753,Mp6g03680.1,AT5G18580
OG0007754,Mp2g00830.1,AT5G37290
OG0007755,Mp5g19270.1,AT5G55600
OG0007756,Mp2g24850.1,AT5G16760
OG0007757,Mp1g25450.1,AT5G23630
OG0007758,Mp7g09040.1,AT5G01160
OG0007759,Mp7g01050.1,AT5G15770
OG0007760,Mp6g01600.1,AT5G39840
OG0007762,Mp1g00830.1,AT5G66680
OG0007763,Mp8g07250.1,AT5G60335
OG0007765,"Mp4g22990.2, Mp4g22990.1",AT5G51700
OG0007766,"Mp8g00190.1, Mp8g00190.4, Mp8g00190.3, Mp8g00190.2",AT5G46795
OG0007767,Mp4g19640.1,AT5G42150
OG0007769,"Mp1g06580.1, Mp1g06580.2",AT5G40480
OG0007771,Mp2g00670.1,AT5G67030
OG0007773,Mp6g09050.1,AT5G11490
OG0007774,Mp7g13500.1,AT5G02770
OG0007775,Mp1g09680.1,AT5G64160
OG0007776,Mp5g17270.1,AT5G64330
OG0007777,Mp3g17950.1,AT5G52950
OG0007778,Mp2g11550.1,AT5G54090
OG0007779,Mp6g10960.1,AT5G61410
OG0007780,Mp3g18010.1,AT5G65290
OG0007781,Mp7g04310.1,"AT5G08335, AT5G23320"
OG0007782,Mp7g16760.1,"AT5G17520, AT5G17523"
OG0007783,Mp7g16020.1,AT5G01920
OG0007784,Mp4g15330.1,AT5G28740
OG0007785,Mp1g25030.1,AT5G39410
OG0007786,Mp6g05240.1,AT5G27970
OG0007787,"Mp3g14580.1, Mp3g14580.2",AT5G66130
OG0007788,Mp2g14070.1,AT5G11500
OG0007789,Mp1g01135.1,AT5G12240
OG0007790,Mp7g07340.1,AT5G58410
OG0007791,"Mp2g21170.2, Mp2g21170.1",AT5G20590
OG0007792,"Mp3g04280.2, Mp3g04280.1",AT5G51510
OG0007793,Mp1g24050.1,AT5G08415
OG0007794,Mp7g08120.1,AT5G20935
OG0007795,Mp3g07610.1,AT5G04240
OG0007796,Mp1g10740.1,AT5G13780
OG0007797,"Mp5g03730.1, Mp5g03730.2",AT5G24340
OG0007798,Mp1g23950.1,AT5G13070
OG0007799,Mp7g01720.1,AT5G51970
OG0007800,Mp2g06850.1,AT5G16260
OG0007801,Mp1g05350.1,AT5G24260
OG0007802,Mp3g23240.1,AT5G35430
OG0007803,Mp1g23820.1,AT5G43430
OG0007804,Mp5g16030.1,AT5G20890
OG0007805,Mp3g11430.1,AT5G46560
OG0007806,Mp6g09110.1,AT5G14950
OG0007807,Mp7g11720.1,AT5G20320
OG0007808,Mp2g24730.1,AT5G12190
OG0007809,"Mp2g17640.1, Mp2g17640.2, Mp2g17640.3",AT5G11760
OG0007810,"Mp5g15440.2, Mp5g15440.1",AT5G50100
OG0007811,Mp2g22810.1,AT5G18700
OG0007812,Mp5g20480.1,AT5G38720
OG0007813,Mp4g17070.1,AT5G66810
OG0007814,"Mp3g07060.2, Mp3g07060.1",AT5G02250
OG0007815,Mp2g14990.1,AT5G24020
OG0007816,"Mp1g02690.2, Mp1g02690.1",AT5G09310
OG0007817,Mp2g04020.1,AT5G05740
OG0007818,Mp8g08070.1,AT5G16750
OG0007820,Mp5g16090.1,AT5G50960
OG0007821,Mp5g09520.1,AT5G50320
OG0007822,"Mp2g08900.2, Mp2g08900.1",AT5G49550
OG0007823,"Mp2g13610.2, Mp2g13610.1",AT5G26610
OG0007824,Mp7g14090.1,AT5G23310
OG0007825,"Mp3g00700.1, Mp3g00700.2",AT5G15920
OG0007826,Mp2g14240.1,AT5G17620
OG0007827,Mp6g08920.1,AT5G21040
OG0007829,Mp4g23300.1,AT5G57280
OG0007830,Mp1g03410.1,AT5G10940
OG0007832,Mp8g03790.1,AT5G13240
OG0007833,"Mp3g15500.1, Mp7g02240.1",AT5G46850
OG0007835,Mp1g29140.1,AT5G08050
OG0007837,Mp5g02020.1,AT5G25770
OG0007838,"Mp7g16790.2, Mp7g16790.1",AT5G60040
OG0007839,Mp8g17150.1,AT5G30490
OG0007840,Mp2g02240.1,AT5G02280
OG0007841,Mp3g23220.1,AT5G54520
OG0007842,"Mp2g06370.2, Mp2g06370.1",AT5G49570
OG0007844,"Mp7g05820.2, Mp7g05820.1",AT5G57030
OG0007845,Mp8g01470.1,AT5G23535
OG0007846,Mp5g08630.1,AT5G12200
OG0007973,Mp8g17190.1,AT2G26900
OG0007974,Mp6g10050.1,AT2G35920
OG0007975,Mp2g19540.1,AT2G20790
OG0007976,Mp8g18330.1,AT2G42780
OG0007978,Mp2g01200.1,AT2G36130
OG0007979,Mp2g14410.1,AT2G18950
OG0007980,Mp1g28730.1,AT2G39140
OG0007981,Mp3g11100.1,AT2G40890
OG0007982,Mp7g08470.1,AT2G20980
OG0007984,Mp7g01510.1,AT2G37330
OG0007986,"Mp1g16740.2, Mp1g16740.1",AT2G02148
OG0007987,Mp1g20920.1,AT2G23360
OG0007988,Mp6g12020.1,AT2G19870
OG0007990,Mp2g13950.1,AT2G31440
OG0007991,Mp4g06870.1,AT2G21960
OG0007992,Mp5g21270.1,AT2G02050
OG0007995,Mp2g26050.1,AT2G40360
OG0007996,Mp5g12670.1,AT2G43640
OG0007998,Mp1g13560.1,AT2G35610
OG0007999,Mp1g04560.1,AT2G19560
OG0008000,Mp3g07860.1,AT2G35500
OG0008001,Mp2g16570.1,AT2G47960
OG0008002,Mp7g00170.1,AT2G16790
OG0008006,Mp3g10010.1,AT2G41450
OG0008008,Mp1g10070.1,AT2G32000
OG0008011,Mp8g07920.1,"AT2G47690, AT3G62790"
OG0008012,Mp2g13660.1,AT2G29640
OG0008014,Mp8g15610.1,AT2G47620
OG0008015,Mp8g05460.1,AT2G17510
OG0008016,Mp5g09700.1,AT2G27170
OG0008017,Mp2g22170.1,AT2G22650
OG0008018,Mp5g19630.1,AT2G15230
OG0008020,Mp1g19910.1,AT2G16070
OG0008024,Mp4g20960.1,AT2G12550
OG0008026,Mp7g14550.1,AT2G28880
OG0008027,"Mp7g15660.2, Mp7g15660.1",AT2G30710
OG0008028,Mp5g12080.1,"AT2G22690, AT4G37880"
OG0008029,Mp4g15170.1,AT2G03500
OG0008032,Mp3g21680.1,AT2G44760
OG0008033,Mp5g04830.1,AT2G07340
OG0008035,Mp2g06990.1,AT2G46980
OG0008038,Mp7g14010.1,AT2G03780
OG0008039,Mp3g23350.1,AT2G40935
OG0008042,Mp1g23800.1,AT2G25830
OG0008043,Mp7g09690.1,AT2G18410
OG0008044,Mp1g16780.1,AT2G26340
OG0008045,Mp7g01200.1,AT2G26200
OG0008046,Mp4g22140.1,AT2G23670
OG0008047,Mp7g13590.1,AT2G37020
OG0008049,Mp1g08280.1,AT2G25605
OG0008051,Mp2g21860.1,AT2G34260
OG0008052,Mp3g11550.1,AT2G17705
OG0008054,Mp6g11210.1,AT2G45200
OG0008056,Mp6g13410.1,AT2G01905
OG0008057,Mp2g04550.1,AT2G04740
OG0008058,Mp5g16300.1,AT2G36930
OG0008059,Mp2g17960.1,AT2G48010
OG0008062,Mp6g03240.1,AT2G17033
OG0008063,Mp8g11770.1,AT2G36810
OG0008064,Mp4g10740.1,AT2G42210
OG0008065,Mp2g22110.1,AT2G37630
OG0008067,Mp1g01530.1,AT2G27790
OG0008069,Mp6g11070.1,AT2G39930
OG0008070,Mp8g16060.1,AT2G26230
OG0008071,Mp1g05560.1,AT2G13540
OG0008072,Mp4g12850.1,AT2G40650
OG0008074,Mp2g23850.1,AT2G14835
OG0008076,Mp8g08450.1,AT2G02090
OG0008077,Mp6g13910.1,AT2G46090
OG0008079,Mp3g14230.1,AT2G24270
OG0008080,Mp3g09110.1,AT2G27470
OG0008082,Mp3g00350.1,AT2G04560
OG0008084,Mp1g29110.1,AT2G02570
OG0008085,Mp2g24040.1,AT2G13440
OG0008086,Mp7g08420.1,AT2G18850
OG0008087,Mp2g11020.1,AT2G34680
OG0008088,Mp3g08120.1,AT2G07690
OG0008091,Mp7g15730.1,AT2G40760
OG0008092,Mp3g24610.1,AT2G18390
OG0008093,Mp7g18640.1,AT2G47210
OG0008094,Mp6g14830.1,AT2G22010
OG0008095,"Mp3g01090.1, Mp3g01090.2",AT2G47830
OG0008096,Mp8g05940.1,AT2G20860
OG0008097,Mp2g09190.1,AT2G07360
OG0008098,Mp2g10270.1,AT2G41680
OG0008100,"Mp5g20710.1, Mp2g07830.1","ATMG00480, AT2G07707"
OG0008101,Mp1g12690.1,AT2G45270
OG0008102,Mp4g20380.1,AT2G20050
OG0008103,Mp1g24430.1,AT2G45700
OG0008104,Mp3g11290.1,AT2G04700
OG0008106,Mp1g27500.1,AT2G31530
OG0008108,Mp6g16570.1,AT2G38770
OG0008110,Mp3g10620.1,AT2G20515
OG0008112,Mp8g11410.1,AT2G39970
OG0008115,Mp3g17020.1,AT2G42120
OG0008116,Mp1g21180.1,AT2G44580
OG0008117,Mp6g02700.1,AT2G39190
OG0008118,Mp3g15020.1,AT2G25660
OG0008119,Mp1g26820.1,AT2G45990
OG0008122,Mp5g23720.1,AT2G39550
OG0008123,Mp7g06080.1,AT2G44920
OG0008124,Mp1g19620.1,AT2G19080
OG0008127,Mp8g08310.1,AT2G36895
OG0008128,Mp4g23730.1,AT2G41530
OG0008129,Mp1g04510.1,AT2G39670
OG0008130,Mp1g03860.1,AT2G45000
OG0008131,Mp2g13160.1,AT2G13840
OG0008133,MpVg00060.1,"AT2G26240, AT3G43520"
OG0008134,Mp5g24490.1,AT2G20930
OG0008137,Mp7g19570.1,AT2G24830
OG0008138,Mp5g05850.1,AT2G24090
OG0008139,Mp3g17640.1,AT2G15900
OG0008140,Mp1g04270.1,AT2G39630
OG0008145,Mp7g13710.1,AT2G20635
OG0008146,Mp7g04490.1,AT2G42710
OG0008149,Mp5g08060.1,AT2G32500
OG0008150,Mp2g10480.1,AT2G26300
OG0008151,Mp3g14150.1,AT2G31060
OG0008152,Mp7g07020.1,AT2G40690
OG0008154,Mp1g06620.1,AT2G17250
OG0008155,Mp3g05810.1,AT2G25100
OG0008156,Mp4g10840.1,AT2G01350
OG0008158,Mp1g11420.1,AT2G31340
OG0008159,Mp1g19170.1,AT2G27900
OG0008160,Mp4g21010.1,AT2G17900
OG0008161,Mp3g09450.1,AT2G46580
OG0008163,Mp1g16290.1,AT2G26930
OG0008164,Mp4g00990.1,AT2G36305
OG0008165,Mp7g17400.1,AT2G28900
OG0008166,Mp8g06130.1,AT2G24765
OG0008167,Mp4g06130.1,AT2G38730
OG0008168,Mp2g17940.1,AT2G28130
OG0008170,Mp8g06200.1,AT2G36835
OG0008171,Mp2g19520.1,AT2G34585
OG0008172,Mp1g20440.1,AT2G02410
OG0008173,Mp3g19740.1,AT2G25730
OG0008175,Mp8g12690.1,AT2G46915
OG0008176,Mp8g07380.1,AT2G14045
OG0008177,Mp4g12080.1,AT2G40840
OG0008178,Mp1g08110.1,AT2G15820
OG0008179,Mp5g17940.1,AT2G21385
OG0008180,Mp4g11180.1,AT2G17972
OG0008181,Mp5g21640.1,AT2G37560
OG0008182,Mp2g11870.1,AT2G41750
OG0008183,Mp1g07610.1,AT2G42220
OG0008184,Mp1g25050.1,AT2G34357
OG0008192,Mp1g09320.1,AT2G34980
OG0008194,Mp8g00710.1,AT2G47760
OG0008195,Mp3g16640.1,AT2G30350
OG0008196,Mp4g21260.1,AT2G26540
OG0008197,Mp7g13930.1,AT2G30200
OG0008198,Mp6g18220.1,AT2G30410
OG0008199,Mp1g14720.1,AT2G46100
OG0008200,Mp4g09980.1,AT2G22640
OG0008201,Mp5g04250.1,AT2G20020
OG0008202,Mp7g08220.1,AT2G30320
OG0008204,Mp5g14730.1,AT2G47390
OG0008205,Mp4g01920.1,AT2G04360
OG0008206,Mp6g13760.1,AT2G27590
OG0008208,Mp1g24680.1,AT2G34640
OG0008212,Mp3g07090.1,AT2G27290
OG0008213,Mp5g03380.1,AT2G35450
OG0008214,Mp2g09220.1,AT2G31190
OG0008215,Mp5g10040.1,AT2G38025
OG0008216,Mp8g10330.1,AT2G33800
OG0008217,Mp1g03680.1,AT2G11000
OG0008219,Mp1g01820.1,AT2G26350
OG0008221,Mp3g00500.1,AT2G21970
OG0008222,Mp7g17590.1,AT2G20360
OG0008223,Mp4g00020.1,AT2G20060
OG0008224,Mp1g17870.1,AT2G15240
OG0008226,Mp6g05880.1,AT2G45770
OG0008227,Mp4g11460.1,AT2G01460
OG0008228,Mp1g00080.1,AT2G40490
OG0008229,Mp5g19960.1,AT2G26840
OG0008236,Mp4g23610.1,AT2G25720
OG0008237,Mp7g11940.1,AT2G23740
OG0008238,Mp5g12900.1,AT2G28605
OG0008240,Mp6g12920.1,AT2G38710
OG0008243,Mp4g04330.1,AT2G43780
OG0008244,Mp4g19290.1,"AT2G18000, AT5G45600"
OG0008245,Mp1g17930.1,AT2G40430
OG0008246,Mp6g02600.1,AT2G24395
OG0008247,Mp2g23470.1,AT2G04540
OG0008248,Mp5g04390.1,AT2G31970
OG0008249,Mp4g16660.1,"AT3G07900, AT2G44500"
OG0008250,Mp6g08010.1,AT2G41350
OG0008251,Mp2g25400.1,AT2G20410
OG0008252,Mp4g05060.1,AT2G15860
OG0008255,Mp2g07350.1,AT2G21150
OG0008256,Mp3g12930.1,AT2G24220
OG0008258,Mp2g03280.1,AT2G44990
OG0008259,Mp6g06790.1,AT2G32760
OG0008261,Mp3g22500.1,AT2G20495
OG0008264,Mp8g02390.1,AT2G22870
OG0008266,Mp3g18840.1,AT2G46540
OG0008268,Mp1g21230.1,AT2G16460
OG0008271,Mp1g28660.1,AT2G35130
OG0008274,Mp7g04500.1,AT2G23890
OG0008276,Mp2g08200.1,AT2G33585
OG0008280,"Mp8g12960.2, Mp8g12960.1",AT2G38040
OG0008281,Mp3g02300.1,AT2G23390
OG0008282,Mp5g03320.1,AT2G44870
OG0008284,Mp5g22200.1,AT2G01860
OG0008286,Mp1g09840.1,AT2G40190
OG0008288,Mp5g08020.1,AT2G05320
OG0008289,Mp1g23860.1,AT2G18220
OG0008291,Mp2g05760.1,AT2G43250
OG0008292,Mp3g19430.1,AT2G44980
OG0008294,Mp4g05160.1,AT2G44420
OG0008295,Mp1g26590.1,AT2G46900
OG0008296,Mp1g21940.1,AT2G03390
OG0008298,Mp3g02870.1,AT2G28190
OG0008300,Mp1g08410.1,AT2G18760
OG0008302,Mp1g27150.1,"ATMG00650, ATMG00640"
OG0008304,Mp5g15240.1,AT4G26900
OG0008305,Mp8g08220.1,AT4G29660
OG0008306,Mp3g08470.1,AT4G22970
OG0008307,Mp3g16400.1,AT4G02725
OG0008308,Mp1g20640.1,AT4G35440
OG0008309,Mp8g05610.1,AT4G13550
OG0008311,Mp1g05410.1,AT4G21470
OG0008312,Mp6g19810.1,AT4G27800
OG0008313,Mp1g06560.1,AT4G04770
OG0008314,Mp1g12030.1,AT4G27600
OG0008315,Mp4g07220.1,AT4G14965
OG0008316,Mp4g16400.1,AT4G24930
OG0008317,Mp5g09100.1,AT4G23860
OG0008318,Mp7g06210.1,AT4G10030
OG0008319,Mp5g03030.1,AT4G27540
OG0008320,Mp1g03260.1,AT4G36530
OG0008322,Mp5g09880.1,AT4G34350
OG0008323,Mp2g07040.1,AT4G16570
OG0008324,Mp6g13320.1,AT4G32320
OG0008325,Mp1g06210.1,AT4G16330
OG0008326,Mp1g07480.1,AT4G38120
OG0008329,Mp8g17320.1,AT4G08810
OG0008332,Mp7g04130.1,AT4G00231
OG0008335,Mp1g15930.1,AT4G32050
OG0008336,Mp4g10810.1,AT4G37200
OG0008337,Mp4g11560.1,AT4G33360
OG0008338,Mp2g07180.1,AT4G01995
OG0008339,Mp8g12850.1,AT4G18230
OG0008340,Mp6g01080.1,"AT4G00530, AT1G01725"
OG0008341,Mp3g02900.1,AT4G10050
OG0008342,Mp1g13850.1,AT4G02790
OG0008343,Mp1g18290.1,AT4G17380
OG0008346,Mp1g16270.1,"AT1G30800, AT4G29980, AT4G12950"
OG0008347,Mp3g01680.1,AT4G00330
OG0008349,Mp1g23040.1,AT4G11570
OG0008350,"Mp2g08430.1, Mp2g08430.2",AT4G01935
OG0008351,Mp2g22300.1,AT4G17050
OG0008354,Mp7g14650.1,AT4G34030
OG0008355,Mp8g01790.1,AT4G18520
OG0008356,Mp4g01570.1,AT4G15890
OG0008357,Mp8g14610.1,AT4G01320
OG0008358,Mp6g15210.1,AT4G37040
OG0008360,Mp7g11880.1,AT4G10090
OG0008362,Mp5g14080.1,AT4G33910
OG0008363,Mp5g05910.1,AT4G32770
OG0008365,Mp5g08350.1,AT4G03200
OG0008366,Mp8g13140.1,AT4G08250
OG0008368,Mp4g14340.1,AT4G35800
OG0008369,Mp7g05790.1,AT4G24620
OG0008370,Mp4g02780.1,AT4G18465
OG0008371,Mp1g15710.1,AT4G24090
OG0008373,Mp3g23870.1,AT4G16510
OG0008374,Mp1g11870.1,AT4G27650
OG0008375,Mp8g05890.1,AT4G24270
OG0008376,Mp6g13110.1,AT4G27390
OG0008378,Mp1g21340.1,AT4G01690
OG0008380,Mp8g00660.1,AT4G37420
OG0008384,Mp3g01120.1,AT4G09350
OG0008385,Mp2g10950.1,AT4G31780
OG0008386,Mp4g15400.1,AT4G22720
OG0008387,Mp6g09380.1,AT4G16210
OG0008388,Mp3g00190.1,AT4G20350
OG0008392,Mp2g23120.1,AT4G00060
OG0008393,Mp8g12380.1,AT4G34412
OG0008397,Mp1g18700.1,AT4G38760
OG0008398,Mp4g14030.1,AT4G19985
OG0008399,Mp2g21710.1,AT4G17370
OG0008400,Mp5g03550.1,AT4G16160
OG0008402,Mp4g13110.1,AT4G24175
OG0008403,Mp5g09580.1,AT4G09730
OG0008404,Mp3g22600.1,AT4G04350
OG0008405,Mp2g25560.1,AT4G29490
OG0008406,Mp3g15010.1,AT4G08960
OG0008410,Mp5g07620.1,AT4G13330
OG0008411,Mp5g05380.1,AT4G02050
OG0008412,Mp3g22040.1,AT4G29890
OG0008413,Mp2g18290.1,AT4G29910
OG0008414,Mp2g22350.1,AT4G33150
OG0008415,Mp2g13010.1,AT4G20070
OG0008416,Mp3g13110.1,AT4G36390
OG0008417,Mp6g16290.1,AT4G22550
OG0008419,Mp2g05580.1,AT4G32820
OG0008421,"Mp4g19580.2, Mp4g19580.1",AT4G04920
OG0008422,Mp1g04750.1,AT4G12830
OG0008423,Mp3g13780.1,AT4G04940
OG0008424,Mp6g13920.1,AT4G17020
OG0008425,Mp1g26810.1,AT4G34700
OG0008426,Mp1g02230.1,AT4G19100
OG0008427,Mp4g05840.1,AT4G04180
OG0008428,Mp8g11810.1,"AT3G07430, AT4G27990"
OG0008431,Mp1g10090.1,AT4G29860
OG0008432,Mp2g03980.1,AT4G10950
OG0008433,Mp3g23630.1,AT4G37190
OG0008435,Mp4g15110.1,AT4G29590
OG0008437,Mp5g17930.1,AT4G01810
OG0008439,Mp3g20650.1,AT4G15850
OG0008441,Mp8g10930.1,AT4G20410
OG0008442,Mp7g10560.1,AT4G02485
OG0008443,Mp2g15590.1,AT4G21520
OG0008444,Mp5g07010.1,AT4G28830
OG0008445,Mp3g13830.1,"AT5G57080, AT4G26055"
OG0008446,Mp8g16070.1,AT4G39620
OG0008449,Mp1g25110.1,AT4G08790
OG0008452,Mp5g19770.1,AT4G23440
OG0008454,Mp7g15870.1,AT4G11560
OG0008455,Mp8g14330.1,AT4G14210
OG0008456,Mp4g00920.1,AT4G12230
OG0008457,Mp1g09330.1,AT4G18460
OG0008459,"Mp1g15190.1, Mp1g15190.2",AT4G16695
OG0008460,Mp7g04610.1,AT4G34910
OG0008461,Mp6g18800.1,AT4G14145
OG0008462,Mp7g15520.1,AT4G39120
OG0008463,Mp7g15330.1,AT4G28740
OG0008464,Mp4g00880.1,AT4G33350
OG0008466,Mp3g01590.1,AT4G08280
OG0008467,Mp7g14770.1,AT4G32190
OG0008469,Mp3g20510.1,AT4G33480
OG0008471,Mp6g05870.1,AT4G21445
