a,b,d,T,a_OCR,AverageShortestPathLength,b_OCR,BetweennessCentrality,ClosenessCentrality,cluster,ClusteringCoefficient,D_HS a,D_HS b,D_HS d,D_HS T,d_OCR,Degree,description,dko_HS,dko_HS_oc,Eccentricity,family,hsfa_HS,hsfa_HS_oc,hsfb_HS,hsfb_HS_oc,IsSingleNode,Matching.Attribute,Matching.Attribute.1,Matching.Attribute.2,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,OCR_to_TSS,PartnerOfMultiEdgedNodePairs,Peak,Radiality,selected,SelfLoops,shared name,Stress,T_OCR,Tak1_HS,Tak1_HS_oc,TF,TopologicalCoefficient,U_HS a,U_HS b,U_HS d,U_HS T
U,U,,,,4.6717914438502675,,0,0.2140506510230362,C5,0,,,,,,1,,0.840171231,,8,,1.343994364,,0.426942269,,FALSE,Mp1g09300,Mp1g09300,Mp1g09300,Mp1g09300,35,0,1,,0,,0.9660019310754605,FALSE,0,Mp1g09300,0,,0.062915062,,,0,,,,
U,U,U,U,,3.7640374331550803,,4.3832372563224706E-4,0.265672172,C3,0.16666666666666666,,,,,,4,,0.073339253,,7,,0.945585893,,0.899073635,,FALSE,Mp4g05490,Mp4g05490,Mp4g05490,Mp4g05490,48,0,4,,0,,0.9744070608041197,FALSE,0,Mp4g05490,13428,,1.415024266,,,0.2950310559006211,,,,
D,,D,D,,4.447192513368984,,0.00165371,0.22486096497820532,C6,0.1,,,,,,5,"transcription factor, GATA",-1.103370268,,8,GATA,-0.863786229,,-0.765297139,,FALSE,Mp1g03950,Mp1g03950,Mp1g03950,Mp1g03950,4.8,0,5,,0,,0.968081551,FALSE,0,Mp1g03950,24672,,-0.685890743,,MpGATA2,0.23333333333333334,,,,
,D,,D,,4.227941176470588,,0,0.2365217391304348,C6,0,,,,,,1,,-0.375102543,,7,,0.18305302,,-0.975310102,,FALSE,Mp8g08830,Mp8g08830,Mp8g08830,Mp8g08830,43,0,1,,0,,0.9701116557734204,FALSE,0,Mp8g08830,0,,-1.190662733,,,0,,,,
D,U,U,U,,4.0755347593582885,,0,0.2453665737247827,C2,0,,,,,,1,,0.069259584,,7,,-1.320808171,,0.748400389,,FALSE,Mp7g06980,Mp7g06980,Mp7g06980,Mp7g06980,89,0,1,,0,,0.9715228263022381,FALSE,0,Mp7g06980,0,,1.791884752,,,0,,,,
,D,,,,4.233957219251337,,0,0.23618566466687715,C1,0,,,,,,1,,0.312823776,,7,,-0.169582149,,-0.878620412,,FALSE,Mp2g22050,Mp2g22050,Mp2g22050,Mp2g22050,16,0,1,,0,,0.9700559516735987,FALSE,0,Mp2g22050,0,,-0.944953403,,,0,,,,
,,,U,,3.9017379679144386,,3.210976321303507E-4,0.25629604248757926,C4,0,,,,,,2,,1.01956786,,7,,0.755460285,,0.514063591,,FALSE,Mp7g14460,Mp7g14460,Mp7g14460,Mp7g14460,52.5,0,2,,0,,0.9731320558526441,FALSE,0,Mp7g14460,7792,,1.393756634,,,0.5049019607843137,,,,
D,D,D,D,,4.148395721925134,,0,0.2410570415726716,C6,0,,,,,,1,,-0.564211965,,7,,-1.309505581,,-0.225105852,,FALSE,Mp7g05080,Mp7g05080,Mp7g05080,Mp7g05080,63,0,1,,0,,0.9708481877599524,FALSE,0,Mp7g05080,0,,-1.302061759,,,0,,,,
,D,,,,4.225267379679145,,0,0.23667141275114695,C1,1,,,,,,2,,0.584418309,,7,,-0.292116713,,-0.588413382,,FALSE,Mp8g05200,Mp8g05200,Mp8g05200,Mp8g05200,80.5,0,2,,0,,0.9701364131511191,FALSE,0,Mp8g05200,0,,-1.040582918,,,0.5919117647058824,,,,
D,,D,,down,5.018048128342246,down,0,0.19928067137338487,C1,0,,,,,down,1,,-1.783041802,-1.209099003,8,,-0.999180219,-1.018567192,-1.196914067,-0.261085457,FALSE,Mp4g00750,Mp4g00750,Mp4g00750,Mp4g00750,20,0,1,Promoter,0,chr4.967891.968556,0.9627958506634977,FALSE,0,Mp4g00750,0,down,0.347624312,-0.507894871,,0,,,,
D,,,,,4.550802139037433,,0,0.21974148061104584,C1,0,,,,,,1,,0.332915605,,8,,-0.41168134,,-1.403961043,,FALSE,Mp4g19560,Mp4g19560,Mp4g19560,Mp4g19560,15,0,1,,0,,0.9671222024163201,FALSE,0,Mp4g19560,0,,0.152539774,,,0,,,,
D,,D,,,4.072860962566845,up,3.2339483394534265E-4,0.2455276546857049,C6,0,,,,,,2,,-0.260295683,-0.112953661,7,,-1.429531604,-0.848340847,0.62031545,1.493102352,FALSE,Mp7g05020,Mp7g05020,Mp7g05020,Mp7g05020,48,0,2,Downstream (<=300bp),0,chr7.5836435.5836584,0.9715475836799365,FALSE,0,Mp7g05020,21364,up,-1.87957305,1.379758833,,0.5402298850574713,,,,
D,D,D,D,,4.6477272727272725,,0.002241627,0.215158924,C6,0,,,,,,2,,-0.503437461,,8,,-0.706615285,,0.720060907,,FALSE,Mp5g11300,Mp5g11300,Mp5g11300,Mp5g11300,26,0,2,,0,,0.9662247474747475,FALSE,0,Mp5g11300,34724,,-0.760096707,,,0.5,,,,
,D,,D,,3.516042780748663,,0.032609564,0.2844106463878327,C1,0.021825396825396824,,,,,,66,"transcription factor, AP2-B3",0.371737242,,7,AP2-B3,-0.073782028,,-1.577849288,,FALSE,Mp2g22250,Mp2g22250,Mp2g22250,Mp2g22250,5.546875,0,66,,2,,0.9767033075856605,FALSE,0,Mp2g22250,851190,,-1.176805564,,MpAP2B3-1,0.029296875,,,,
,D,D,D,,5.235962567,,0,0.19098685050427677,C6,0,,,,,,1,,-2.283941803,,8,,-0.439780321,,-1.022834773,,FALSE,Mp6g12740,Mp6g12740,Mp6g12740,Mp6g12740,12,0,1,,0,,0.9607781243810656,FALSE,0,Mp6g12740,0,,-0.718403788,,,0,,,,
,U,U,U,,4.856283422459893,,0,0.20591878871300756,C3,0,,,,,,1,,1.601551287,,8,,-0.738037853,,1.263132094,,FALSE,Mp3g18130,Mp3g18130,Mp3g18130,Mp3g18130,25,0,1,,0,,0.9642936720142602,FALSE,0,Mp3g18130,0,,0.838597796,,,0,,,,
D,D,D,D,up,3.9779411764705883,,5.302492000117279E-4,0.2513863216266174,C6,0,,,,,,2,,-0.824820697,0.965296989,8,,-0.751142869,1.061706273,-0.996836706,-0.473218987,FALSE,Mp3g10350,Mp3g10350,Mp3g10350,Mp3g10350,64.5,0,2,Promoter,0,chr3.10004041.10004506,0.9724264705882353,FALSE,0,Mp3g10350,25934,,-1.128081817,-0.083267209,,0.508,,,,
D,U,,U,,3.5401069518716577,up,0.004507011,0.2824773413897281,C2,0,,,,,up,2,,-0.631346782,-0.022787619,7,,-1.792625476,0.769891634,1.808993153,1.848499204,FALSE,Mp1g09200,Mp1g09200,Mp1g09200,Mp1g09200,50.5,0,2,Downstream (<=300bp),0,chr1.9510583.9510697,0.9764804911863735,FALSE,0,Mp1g09200,29334,,1.342648829,0.481414688,,0.5,,,,
,U,,U,,3.771390374331551,up,0.002180458,0.2651542006380716,C2,0.3333333333333333,,,,,,4,,-0.367315874,-0.223787904,7,,0.003574496,-0.765319904,1.17960888,2.353057249,FALSE,Mp6g01570,Mp6g01570,Mp6g01570,Mp6g01570,56,0,4,3' UTR,0,chr6.2088778.2089068,0.9743389780154487,FALSE,0,Mp6g01570,38028,up,1.517131909,0.965067152,,0.3013513513513513,,,,
U,U,,,,4.520053475935829,,0,0.22123632061520257,C3,0,,,,,,1,,-0.899723984,,7,,0.21824846,,1.617823538,,FALSE,Mp2g10650,Mp2g10650,Mp2g10650,Mp2g10650,79,0,1,,0,,0.9674069122598534,FALSE,0,Mp2g10650,0,,-0.526591435,,,0,,,,
D,D,,D,,3.7018716577540105,,0.001486292,0.27013362224629833,C1,0.4,,,,,,5,,0.001708911,,6,,-0.705202798,,-1.169867244,,FALSE,Mp3g02080,Mp3g02080,Mp3g02080,Mp3g02080,61.4,0,5,,0,,0.97498267,FALSE,0,Mp3g02080,52402,,-0.810709266,,,0.2669565217391304,,,,
D,,,D,,4.092914438502674,,0,0.24432467744569655,C6,1,,,,,,2,,-0.088451443,,7,,-1.55613743,,0.055748657,,FALSE,Mp2g21490,Mp2g21490,Mp2g21490,Mp2g21490,54.5,0,2,,0,,0.9713619033471974,FALSE,0,Mp2g21490,0,,-1.62124177,,,0.6123595505617978,,,,
U,,,,,3.8148395721925135,,0.00122967,0.26213422113194323,C5,0,,,,,,3,,1.06933924,,7,,1.934203472,,0.018852874,,FALSE,Mp5g18320,Mp5g18320,Mp5g18320,Mp5g18320,46.333333333333336,0,3,,0,,0.9739366706278472,FALSE,0,Mp5g18320,56782,,0.073312396,,,0.38095238095238093,,,,
D,D,D,D,,4.266042780748663,,2.363501443971415E-4,0.23440927608900033,C6,0,,,,,,2,,-0.705824607,,7,,-0.433581794,,-0.723006183,,FALSE,Mp7g11260,Mp7g11260,Mp7g11260,Mp7g11260,34,0,2,,0,,0.9697588631412161,FALSE,0,Mp7g11260,3354,,-0.607319771,,,0.5076923076923077,,,,
,D,D,D,,4.068181818181818,,0,0.24581005586592178,C6,0,,,,,,1,,-0.092994841,,7,,-0.305138579,,-0.555601606,,FALSE,Mp3g05910,Mp3g05910,Mp3g05910,Mp3g05910,81,0,1,,0,,0.9715909090909092,FALSE,0,Mp3g05910,0,,-1.619933783,,,0,,,,
,U,,U,,4.362967914438503,,0,0.229201777,C2,0,,,,,,1,,0.217555582,,8,,-1.036501176,,0.999393316,,FALSE,Mp3g16030,Mp3g16030,Mp3g16030,Mp3g16030,24,0,1,,0,,0.9688614081996435,FALSE,0,Mp3g16030,0,,1.619883538,,,0,,,,
,D,,D,,4.520053475935829,,0,0.22123632061520257,C6,0,,,,,,1,,0.910398007,,7,,-0.679368525,,-1.313887023,,FALSE,Mp3g14960,Mp3g14960,Mp3g14960,Mp3g14960,79,0,1,,0,,0.9674069122598534,FALSE,0,Mp3g14960,0,,-1.435885381,,,0,,,,
U,,,,,4.532085561497326,,0,0.22064896755162242,C4,0,,,,,up,1,,0.969479624,0.092816666,8,,1.152821047,0.66761469,0.816141487,-0.05654774,FALSE,Mp1g27720,Mp1g27720,Mp1g27720,Mp1g27720,13,0,1,"Exon (Mp1g27720.1/Mp1g27720, exon 1 of 2)",0,chr1.28009432.28010622,0.9672955040602099,FALSE,0,Mp1g27720,0,,0.660847161,1.160154643,,0,,,,
,,U,,,4.223262032085562,,0,0.23678379233934788,C3,0,,,,,,1,,1.964911526,,8,,0.020820993,,0.958370628,,FALSE,Mp5g11910,Mp5g11910,Mp5g11910,Mp5g11910,52,0,1,,0,,0.970154981,FALSE,0,Mp5g11910,0,,0.478410613,,,0,,,,
,,,U,,3.870320855614973,,8.065418866167687E-5,0.25837651122625216,C2,0.6666666666666666,,,,,,4,,-0.417911021,,7,,-0.281110709,,0.136445695,,FALSE,Mp4g14080,Mp4g14080,Mp4g14080,Mp4g14080,55.25,0,4,,0,,0.9734229550406021,FALSE,0,Mp4g14080,3302,,1.882121355,,,0.325,,,,
U,,,,,4.026069518716578,,6.991756782155736E-4,0.24838120537937902,C4,0,,,,,,2,,0.15496433,,7,,1.830708073,,-0.08344031,,FALSE,Mp1g23760,Mp1g23760,Mp1g23760,Mp1g23760,77,0,2,,0,,0.9719808377896613,FALSE,0,Mp1g23760,21876,,1.247538266,,,0.5135135135135135,,,,
,,U,,,3.965909090909091,,4.842945412948242E-5,0.2521489971346705,C4,0.8,,,,,,6,,1.199232687,,7,,0.69400736,,0.173550983,,FALSE,Mp4g06220,Mp4g06220,Mp4g06220,Mp4g06220,64,0,6,,0,,0.9725378787878788,FALSE,0,Mp4g06220,4186,,1.765688687,,,0.3575418994413408,,,,
,,U,U,,4.068181818181818,,0,0.24581005586592178,C2,0,,,,,,1,,0.19551463,,7,,0.362151571,,0.71752223,,FALSE,Mp5g00700,Mp5g00700,Mp5g00700,Mp5g00700,81,0,1,,0,,0.9715909090909092,FALSE,0,Mp5g00700,0,,1.639679168,,,0,,,,
,U,,U,,3.1737967914438503,,0.020995626,0.3150800336983993,C2,0.030107526881720432,,,,,,31,"transcription factor, BBX",0.104319972,,6,BBX,-0.00892906,,0.613047772,,FALSE,Mp3g19670,Mp3g19670,Mp3g19670,Mp3g19670,8.741935483870968,0,31,,0,,0.9798722519310755,FALSE,0,Mp3g19670,351490,,1.771216185,,MpBBX3,0.045849946,,,,
,,U,,up,3.803475935828877,,9.861104969400303E-5,0.26291739894551847,C4,0.5,,,,,up,4,,1.107334891,1.028529825,7,,0.466054088,1.069852292,0.146122113,0.899928648,FALSE,Mp6g17320,Mp6g17320,Mp6g17320,Mp6g17320,63.25,0,4,Promoter,0,chr6.18884149.18885372,0.974041889,FALSE,0,Mp6g17320,8172,,1.496592079,0.462143002,,0.43448275862068964,,,,
U,U,U,U,,5.235962567,,0,0.19098685050427677,C3,0,,,,,,1,,1.110063924,,8,,-0.102780571,,1.318411301,,FALSE,Mp1g15880,Mp1g15880,Mp1g15880,Mp1g15880,12,0,1,,0,,0.9607781243810656,FALSE,0,Mp1g15880,0,,1.254807172,,,0,,,,
,,D,,,4.451871657754011,,0,0.22462462462462462,C6,0,,,,,,1,,-1.044774608,,8,,-0.577365602,,0.450486072,,FALSE,Mp7g18030,Mp7g18030,Mp7g18030,Mp7g18030,53,0,1,,0,,0.9680382253911666,FALSE,0,Mp7g18030,0,,-0.260271339,,,0,,,,
,,,D,,4.288101604278075,,0,0.23320342946219796,C6,1,,,,,,2,,-0.528545749,,7,,-0.629731867,,-0.142292606,,FALSE,Mp3g25320,Mp3g25320,Mp3g25320,Mp3g25320,56,0,2,,0,,0.9695546147752031,FALSE,0,Mp3g25320,0,,-1.539893365,,,0.6153846153846154,,,,
U,D,U,,,4.659759358,,0,0.21460335676373546,C7,0,,,,,,1,,2.234410901,,8,,1.016455163,,-1.240515605,,FALSE,Mp8g02500,Mp8g02500,Mp8g02500,Mp8g02500,34,0,1,,0,,0.966113339,FALSE,0,Mp8g02500,0,,-0.253296276,,,0,,,,
,,U,,,3.971925134,,4.1522940860622295E-4,0.2517670817906429,C4,0,,,,,,3,,1.977216195,,7,,-0.160301353,,0.437237293,,FALSE,Mp5g06450,Mp5g06450,Mp5g06450,Mp5g06450,47,0,3,,0,,0.9724821746880571,FALSE,0,Mp5g06450,9400,,0.905172441,,,0.39316239316239315,,,,
U,,,,,6.193181818181818,,0,0.1614678899082569,C5,0,,,,,,1,,-0.120863861,,10,,0.823171792,,0.595552066,,FALSE,Mp7g08620,Mp7g08620,Mp7g08620,Mp7g08620,6,0,1,,0,,0.9519149831649832,FALSE,0,Mp7g08620,0,,-1.090211519,,,0,,,,
,U,,U,,4.492647058823529,,0,0.22258592471358432,C3,0,,,,,,1,,0.063091356,,7,,0.27493258,,1.146150824,,FALSE,Mp7g13670,Mp7g13670,Mp7g13670,Mp7g13670,42,0,1,,0,,0.9676606753812635,FALSE,0,Mp7g13670,0,,1.189507353,,,0,,,,
,U,,U,,4.492647058823529,,0,0.22258592471358432,C3,0,,,,,,1,,-0.00157837,,7,,0.907890577,,1.049690315,,FALSE,Mp1g16590,Mp1g16590,Mp1g16590,Mp1g16590,42,0,1,,0,,0.9676606753812635,FALSE,0,Mp1g16590,0,,0.971095575,,,0,,,,
,U,U,,,4.529411764705882,,0,0.2207792207792208,C4,0,,,,,,1,,1.069469868,,7,,0.379961709,,0.670724352,,FALSE,Mp3g00640,Mp3g00640,Mp3g00640,Mp3g00640,71,0,1,,0,,0.9673202614379085,FALSE,0,Mp3g00640,0,,0.541425368,,,0,,,,
,,D,D,,3.7212566844919786,,0.001818592,0.2687264235674511,C6,0.3333333333333333,,,,,,6,,-1.538762729,,6,,0.850674813,,-0.386399511,,FALSE,Mp8g09370,Mp8g09370,Mp8g09370,Mp8g09370,45.333333333333336,0,6,,0,,0.9748031788472965,FALSE,0,Mp8g09370,31790,,-1.645132993,,,0.27045908183632733,,,,
,D,,,,4.484625668449198,,0,0.2229840512744075,C1,0,,,,,,1,,0.608690762,,8,,-0.001607947,,-2.239300117,,FALSE,Mp2g22010,Mp2g22010,Mp2g22010,Mp2g22010,19,0,1,,0,,0.9677349475143593,FALSE,0,Mp2g22010,0,,-0.567930206,,,0,,,,
,,D,D,,4.540106951871658,,0,0.22025912838633688,C6,0,,,,,,1,,-0.367518333,,8,,0.13865033,,-0.440927062,,FALSE,Mp1g27220,Mp1g27220,Mp1g27220,Mp1g27220,41,0,1,,0,,0.9672212319271142,FALSE,0,Mp1g27220,0,,-1.642163308,,,0,,,,
D,,,,,3.733957219251337,,3.9460853198369924E-4,0.267812388,C1,0.5,,,,,,5,,0.29776378,0.479424975,6,,-1.120709561,-0.273961495,-1.453490246,1.334064929,FALSE,Mp4g23140,Mp4g23140,Mp4g23140,Mp4g23140,68,0,5,3' UTR,0,chr4.25937839.25937990,0.9746855813032284,FALSE,0,Mp4g23140,23034,up,-0.375941439,1.176293548,,0.31336405529953915,,,,
D,D,,,,4.124331550802139,down,8.180061598683755E-4,0.24246353322528363,C1,0.16666666666666666,,,,,,4,,0.178236363,-0.352499522,7,,-2.017059584,-0.411767427,-0.827348445,-1.900647539,FALSE,Mp1g19400,Mp1g19400,Mp1g19400,Mp1g19400,54.75,0,4,Promoter,0,chr1.19846982.19847246,0.9710710041592394,FALSE,0,Mp1g19400,50760,,0.102842659,-0.384783949,,0.3522727272727273,,,,
,D,,D,,4.141042780748663,,0,0.2414850686037127,C6,0,,,,,,1,,-0.759603075,,8,,-0.023171473,,-1.536940667,,FALSE,Mp8g04640,Mp8g04640,Mp8g04640,Mp8g04640,69,0,1,,0,,0.9709162705486235,FALSE,0,Mp8g04640,0,,-0.670380378,,,0,,,,
,D,,,,4.451871657754011,,0,0.22462462462462462,C1,0,,,,,,1,,0.376378621,,8,,-0.343653511,,-1.848988516,,FALSE,Mp4g19700,Mp4g19700,Mp4g19700,Mp4g19700,53,0,1,,0,,0.9680382253911666,FALSE,0,Mp4g19700,0,,0.354080398,,,0,,,,
,U,,U,,4.283422459893048,up,0,0.233458177,C2,0,,,,,,1,,-1.003874547,0.671141522,8,,-1.002039622,0.174473673,1.178092881,1.220950016,FALSE,Mp4g11410,Mp4g11410,Mp4g11410,Mp4g11410,24,0,1,3' UTR,0,chr4.12582021.12582167,0.9695979401861755,FALSE,0,Mp4g11410,0,up,1.287765542,1.398460722,,0,,,,
,U,,,,4.310160427807487,,2.4530599771260136E-4,0.23200992555831262,C2,0,,,,,,2,,-1.04535559,,8,,0.088438836,,1.571091179,,FALSE,Mp8g18700,Mp8g18700,Mp8g18700,Mp8g18700,15.5,0,2,,0,,0.9693503664091899,FALSE,0,Mp8g18700,3934,,1.372917641,,,0.5,,,,
,,,U,down,3.6898395721925135,,0.002502805,0.27101449275362316,C2,0.3333333333333333,,,,,,4,,-0.468083061,-1.079534528,7,,-0.042095934,-2.028733783,0.420727684,1.261792237,FALSE,Mp5g04050,Mp5g04050,Mp5g04050,Mp5g04050,57,0,4,3' UTR,0,chr5.4536540.4536680,0.9750940780352545,FALSE,0,Mp5g04050,54528,,1.781713347,0.426256379,,0.27682926829268295,,,,
D,D,,D,,4.316844919786096,,0,0.23165066584081762,C1,0,,,,,,1,,-0.250310781,,7,,-1.106337221,,-1.238430067,,FALSE,Mp3g20600,Mp3g20600,Mp3g20600,Mp3g20600,45,0,1,,0,,0.9692884729649436,FALSE,0,Mp3g20600,0,,-0.866129431,,,0,,,,
U,U,,U,,4.071524064171123,,0,0.24560827450336564,C5,1,,,,,,3,,-0.191426917,,7,,1.754607977,,0.371194641,,FALSE,Mp2g24260,Mp2g24260,Mp2g24260,Mp2g24260,73.66666666666667,0,3,,0,,0.9715599623687858,FALSE,0,Mp2g24260,0,,0.670547757,,,0.48148148148148145,,,,
D,D,,,down,4.175802139037433,,0,0.23947494797502802,C1,1,,,,,,2,,0.224403266,-0.947388667,7,,-0.521420098,-1.958847109,-1.764282156,-0.100277066,FALSE,Mp2g13080,Mp2g13080,Mp2g13080,Mp2g13080,89.5,0,2,Promoter,0,chr2.13306769.13307134,0.9705944246385423,FALSE,0,Mp2g13080,0,,0.009931768,-0.312173631,,0.69921875,,,,
,U,U,U,,5.182486631016043,,0,0.19295756481362053,C7,0,,,,,,1,,1.95053955,,9,,-0.873790822,,0.345204852,,FALSE,Mp1g07510,Mp1g07510,Mp1g07510,Mp1g07510,30,0,1,,0,,0.9612732719350366,FALSE,0,Mp1g07510,0,,0.125787944,,,0,,,,
D,D,D,D,,3.878342245989305,,9.337899662980447E-5,0.25784212340572216,C6,0.6666666666666666,,,,,,3,,-0.021738331,,7,,-0.499662716,,-1.245604756,,FALSE,Mp4g10490,Mp4g10490,Mp4g10490,Mp4g10490,66.33333333333333,0,3,,0,,0.9733486829075064,FALSE,0,Mp4g10490,3556,,-0.960276274,,,0.41983122362869196,,,,
,U,,,,4.008021390374331,,0.00289556,0.24949966644429622,C5,0.3333333333333333,,,,,,3,,0.16338691,,7,,1.525120651,,-0.57500567,,FALSE,Mp8g08570,Mp8g08570,Mp8g08570,Mp8g08570,43,0,3,,0,,0.9721479500891266,FALSE,0,Mp8g08570,41326,,1.109559612,,,0.3950617283950617,,,,
,D,,D,,3.182486631016043,,0.032698883749971264,0.31421970174333125,C1,0.031313131313131314,,,,,,45,"transcription factor, HD",0.185940326,,6,HD,-0.056935332,,-1.491388338,,FALSE,Mp1g24140,Mp1g24140,Mp1g24140,Mp1g24140,10.6,0,45,,0,,0.9797917904535551,FALSE,0,Mp1g24140,525890,,-1.542506955,,MpHD12,0.031165312,,,,
U,,,,,4.540106951871658,,0,0.22025912838633688,C3,0,,,,,,1,,0.628419245,,8,,0.540459583,,0.993284315,,FALSE,Mp6g01490,Mp6g01490,Mp6g01490,Mp6g01490,41,0,1,,0,,0.9672212319271142,FALSE,0,Mp6g01490,0,,1.337773939,,,0,,,,
U,U,U,,,5.140374331550802,,0,0.19453836150845252,C5,0,,,,,,1,,0.799666509,,8,,1.960601133,,-0.395509853,,FALSE,Mp7g19040,Mp7g19040,Mp7g19040,Mp7g19040,33,0,1,,0,,0.9616632006337889,FALSE,0,Mp7g19040,0,,-0.145730171,,,0,,,,
U,U,U,U,,4.108957219251337,,0,0.24337074995932972,C4,1,,,,,,2,,0.86240111,,7,,1.185686746,,0.430733369,,FALSE,Mp6g15580,Mp6g15580,Mp6g15580,Mp6g15580,56.5,0,2,,0,,0.9712133590810061,FALSE,0,Mp6g15580,0,,1.185818569,,,0.60106383,,,,
D,D,,,,4.141042780748663,,0,0.2414850686037127,C6,0,,,,,,1,,-1.091662778,,8,,-1.159735846,,-1.127475474,,FALSE,Mp5g13490,Mp5g13490,Mp5g13490,Mp5g13490,69,0,1,,0,,0.9709162705486235,FALSE,0,Mp5g13490,0,,-0.724945006,,,0,,,,
D,D,D,D,,4.032085561497326,,0.001619525,0.2480106100795756,C1,0,,,,,,2,,-0.903761624,,7,,-0.30639093,,-1.131231236,,FALSE,Mp4g04160,Mp4g04160,Mp4g04160,Mp4g04160,52.5,0,2,,0,,0.9719251336898396,FALSE,0,Mp4g04160,25784,,-1.237159275,,,0.5,,,,
D,D,,D,,3.4779411764705883,,0.002833223,0.28752642706131076,C1,0.3333333333333333,,,,,,4,,-0.263587176,,7,,-0.583105091,,-1.65260351,,FALSE,Mp2g02750,Mp2g02750,Mp2g02750,Mp2g02750,72,0,4,,0,,0.9770561002178648,FALSE,0,Mp2g02750,91768,,-0.835592985,,,0.280273438,,,,
,,U,,,4.186497326203209,,0,0.2388631646175954,C4,1,,,,,,4,,1.56089497,,7,,0.608887604,,-0.222184179,,FALSE,Mp6g12900,Mp6g12900,Mp6g12900,Mp6g12900,62.75,0,4,,0,,0.9704953951277481,FALSE,0,Mp6g12900,0,,1.17212097,,,0.44190140845070425,,,,
D,D,,,,5.199197860962567,up,0,0.19233736178966315,C1,0,,,,,up,1,,-0.239698515,0.876844451,9,,-0.849631276,0.238271273,-1.428805953,0.848677262,FALSE,Mp2g06620,Mp2g06620,Mp2g06620,Mp2g06620,19,0,1,Promoter,0,chr2.6788002.6788160,0.9611185383244206,FALSE,0,Mp2g06620,0,,1.539669999,0.998302367,,0,,,,
,D,,,,4.199197860962567,down,1.2634195357464105E-4,0.23814071951607768,C1,0,,,,,down,2,,0.225746655,-1.22155383,7,,-0.160335979,0.307404482,-1.603378171,-1.343154285,FALSE,Mp2g18670,Mp2g18670,Mp2g18670,Mp2g18670,28,0,2,Promoter,0,chr2.20082850.20083637,0.9703777975836799,FALSE,0,Mp2g18670,1764,,-0.596002628,-0.536867604,,0.5294117647058824,,,,
D,D,,,,3.4745989304812834,,0.001905498,0.2878030011542901,C1,0.2,,,,,,7,"transcription factor, AP2/ERF",1.020869397,,6,AP2/ERF,-2.332795802,,-0.764601564,,FALSE,Mp7g00860,Mp7g00860,Mp7g00860,Mp7g00860,18.833333333333332,0,7,,1,,0.9770870469399882,FALSE,0,Mp7g00860,20726,,-1.097606779,,MpERF10,0.1796116504854369,,,,
D,D,,D,,4.456550802139038,,0,0.22438878056097192,C1,0,,,,,,1,,-0.144952459,,8,,-0.519142092,,-1.828676273,,FALSE,Mp6g15620,Mp6g15620,Mp6g15620,Mp6g15620,64,0,1,,0,,0.9679948999801942,FALSE,0,Mp6g15620,0,,-0.931301785,,,0,,,,
D,,,,,4.666443850267379,,0,0.21429594613952158,C1,0,,,,,,1,,-0.866593684,,8,,-2.036408734,,-0.527910229,,FALSE,Mp3g07260,Mp3g07260,Mp3g07260,Mp3g07260,28,0,1,,0,,0.9660514458308576,FALSE,0,Mp3g07260,0,,-0.703794761,,,0,,,,
D,D,,D,,4.260026737967914,,9.097985730480864E-5,0.23474031068570533,C1,0,,,,,,2,,-0.52749583,,8,,-0.70861681,,-1.141252161,,FALSE,Mp2g26170,Mp2g26170,Mp2g26170,Mp2g26170,64,0,2,,0,,0.9698145672410378,FALSE,0,Mp2g26170,3484,,-0.981347324,,,0.5431034482758621,,,,
D,,,D,,3.751336898395722,,0,0.2665716322166785,C1,1,,,,,,2,,-0.622105921,,7,,-0.891949379,,-0.366921076,,FALSE,Mp5g15290,Mp5g15290,Mp5g15290,Mp5g15290,89.5,0,2,,0,,0.9745246583481878,FALSE,0,Mp5g15290,0,,-0.465147448,,,0.559375,,,,
U,U,U,,,4.456550802139038,,0,0.22438878056097192,C4,0,,,,,,1,,0.816126294,,8,,0.877164756,,1.190532262,,FALSE,Mp8g15640,Mp8g15640,Mp8g15640,Mp8g15640,64,0,1,,0,,0.9679948999801942,FALSE,0,Mp8g15640,0,,0.315099694,,,0,,,,
D,D,D,D,up,3.853609625668449,,5.5462227003386505E-5,0.2594969644405898,C1,0.6666666666666666,,,,,up,4,,0.022794496,1.504853415,6,,-0.974467426,1.122896613,-1.518018085,-0.756149948,FALSE,Mp8g15840,Mp8g15840,Mp8g15840,Mp8g15840,71.5,0,4,3' UTR,0,chr8.17853202.17853341,0.973577689,FALSE,0,Mp8g15840,1976,,-0.901724959,-0.437270307,,0.3844086021505376,,,,
,D,,,,4.520053475935829,,0,0.22123632061520257,C7,0,,,,,,1,,0.714927779,,7,,-0.01062747,,-1.595151764,,FALSE,Mp6g03790,Mp6g03790,Mp6g03790,Mp6g03790,79,0,1,,0,,0.9674069122598534,FALSE,0,Mp6g03790,0,,0.069571156,,,0,,,,
D,D,U,D,,4.365641711229946,,1.4100870571393632E-4,0.22906139947940593,C7,0,,,,,,2,,0.838418716,,8,,-0.666159397,,-0.137728216,,FALSE,Mp8g19020,Mp8g19020,Mp8g19020,Mp8g19020,18.5,0,2,,0,,0.968836651,FALSE,0,Mp8g19020,5542,,-0.98549829,,,0.5303030303030303,,,,
